80FFD8,SRAM_Type,If non-zero, emulators allocate SRAM
80FFE4,Native_COP,
80FFE6,Native_BRK,
80FFEA,Native_NMI,
80FFEE,Native_IRQ,
80FFF4,,
80FFFC,Emulation_RESET,
80FFFE,,
8100A3,WRAM81_FinishedLogic,
8100A5,WRAM81_WaitForVBlank,
8100A7,WRAM81_GameFrames,
8100AB,WRAM81_GameMinutes,
8100AD,WRAM81_GameSeconds,
8100AF,WRAM81_PadRepeatDelay,
8100B3,WRAM81_Pad1State,
8100B5,WRAM81_Pad2State,
8100B7,WRAM81_Pad1Press,
